,department,course_num,sec_num,num_of_students,avg_gpa,A,AB,B,BC,C,D,F,S
34,GENETICS,545,001,14,3.786,78.6,7.1,7.1,7.1,.,.,.,.
35,GENETICS,548,001,16,2.750,25.0,.,43.8,.,12.5,18.8,.,.
36,GENETICS,550,001,10,3.850,90.0,.,.,10.0,.,.,.,.
37,GENETICS,564,001,15,3.533,73.3,6.7,6.7,6.7,.,.,6.7,.
38,GENETICS,566,001,35,3.929,88.6,8.6,2.9,.,.,.,.,.
39,GENETICS,568,001,7,3.929,85.7,14.3,.,.,.,.,.,.
40,GENETICS,569,001,7,3.429,28.6,42.9,14.3,14.3,.,.,.,.
0,GENETICS,574,001,7,3.571,57.1,14.3,14.3,14.3,.,.,.,.
1,GENETICS,575,001,7,3.643,42.9,42.9,14.3,.,.,.,.,.
2,GENETICS,576,001,7,3.429,14.3,57.1,28.6,.,.,.,.,.
3,GENETICS,577,001,7,3.643,28.6,71.4,.,.,.,.,.,.
4,GENETICS,605,001,13,3.346,38.5,15.4,23.1,23.1,.,.,.,.
6,GENETICS,620,001,14,3.250,21.4,21.4,42.9,14.3,.,.,.,.
7,GENETICS,624,001,8,4.000,100.0,.,.,.,.,.,.,.
8,GENETICS,626,001,10,4.000,100.0,.,.,.,.,.,.,.
9,GENETICS,627,001,10,3.800,70.0,20.0,10.0,.,.,.,.,.
10,GENETICS,662,001,48,3.698,68.8,14.6,12.5,.,2.1,2.1,.,.
11,GENETICS,670,001,7,2.929,28.6,.,28.6,14.3,28.6,.,.,.
12,GENETICS,672,001,7,3.571,57.1,.,42.9,.,.,.,.,.
13,GENETICS,673,001,7,3.571,57.1,14.3,14.3,14.3,.,.,.,.
33,GENETICS,699,151,9,4.000,100.0,.,.,.,.,.,.,.
0,GEOG,101,001,161,3.556,62.7,18.0,7.5,3.7,4.3,1.2,2.5,.
1,GEOG,120,001,82,3.006,14.6,22.0,35.4,8.5,7.3,4.9,1.2,6.1
2,GEOG,139,001,58,2.955,13.8,13.8,37.9,15.5,13.8,1.7,.,.
3,GEOG,170,001,436,3.429,43.1,25.9,16.5,5.0,5.3,0.7,1.6,.
4,GEOG,230,001,10,2.850,30.0,.,30.0,10.0,20.0,10.0,.,.
7,GEOG,277,001,6,3.667,66.7,16.7,.,16.7,.,.,.,.
8,GEOG,302,001,27,3.889,81.5,14.8,3.7,.,.,.,.,.
9,GEOG,305,001,81,3.784,76.5,3.7,6.2,1.2,2.5,.,1.2,8.6
10,GEOG,309,001,29,3.911,89.7,3.4,.,.,3.4,.,.,.
11,GEOG,320,001,10,3.600,40.0,40.0,20.0,.,.,.,.,.
12,GEOG,322,001,15,3.577,26.7,46.7,13.3,.,.,.,.,13.3
13,GEOG,332,001,32,3.453,40.6,21.9,25.0,12.5,.,.,.,.
14,GEOG,333,001,13,3.346,61.5,.,.,23.1,15.4,.,.,.
15,GEOG,339,001,47,3.074,19.1,25.5,29.8,6.4,17.0,2.1,.,.
16,GEOG,340,001,203,3.581,47.3,12.8,12.3,3.0,2.0,.,1.5,13.8
17,GEOG,342,001,278,3.475,31.3,15.8,11.2,3.2,2.5,0.4,1.1,34.5
18,GEOG,355,001,13,3.591,53.8,7.7,15.4,.,7.7,.,.,7.7
19,GEOG,359,001,22,3.591,68.2,18.2,4.5,.,4.5,.,4.5,.
20,GEOG,365,001,23,3.457,65.2,13.0,13.0,.,.,.,8.7,.
21,GEOG,370,001,60,3.589,63.3,8.3,15.0,1.7,1.7,.,3.3,5.0
22,GEOG,370,070,7,2.571,57.1,.,.,.,14.3,.,28.6,.
24,GEOG,371,001,25,3.146,36.0,8.0,28.0,4.0,16.0,4.0,.,.
25,GEOG,377,001,49,2.935,32.7,12.2,18.4,12.2,2.0,12.2,4.1,.
26,GEOG,377,070,7,3.143,71.4,.,.,.,.,28.6,.,.
28,GEOG,378,070,11,3.545,72.7,18.2,.,.,.,.,9.1,.
30,GEOG,475,001,19,3.763,63.2,26.3,10.5,.,.,.,.,.
33,GEOG,510,001,19,3.605,47.4,36.8,10.5,.,5.3,.,.,.
34,GEOG,537,001,23,3.205,26.1,17.4,34.8,13.0,.,4.3,.,4.3
35,GEOG,572,070,10,3.600,50.0,20.0,30.0,.,.,.,.,.
36,GEOG,573,001,31,3.871,80.6,12.9,6.5,.,.,.,.,.
37,GEOG,574,070,10,3.900,90.0,.,10.0,.,.,.,.,.
38,GEOG,575,001,24,3.652,45.8,33.3,16.7,.,.,.,.,.
2,GEOG,576,070,8,3.875,75.0,25.0,.,.,.,.,.,.
3,GEOG,578,001,17,3.706,58.8,29.4,5.9,5.9,.,.,.,.
4,GEOG,579,070,8,4.000,100.0,.,.,.,.,.,.,.
0,GEOSCI,100,001,298,3.872,80.2,14.8,4.4,0.7,.,.,.,.
1,GEOSCI,105,001,30,3.232,30.0,16.7,26.7,6.7,13.3,.,.,6.7
2,GEOSCI,106,001,131,3.339,30.5,33.6,16.0,9.2,1.5,2.3,1.5,5.3
3,GEOSCI,110,001,189,3.381,40.7,24.3,18.0,9.5,5.3,1.6,0.5,.
4,GEOSCI,118,001,52,3.143,28.8,21.2,19.2,9.6,11.5,1.9,1.9,.
5,GEOSCI,140,001,15,3.267,46.7,33.3,.,6.7,.,6.7,6.7,.
6,GEOSCI,160,001,44,2.565,2.3,4.5,15.9,4.5,25.0,.,.,.
7,GEOSCI,204,001,24,3.217,20.8,20.8,37.5,12.5,4.2,.,.,.
8,GEOSCI,320,001,9,3.611,44.4,33.3,22.2,.,.,.,.,.
9,GEOSCI,331,001,246,3.539,40.7,30.1,14.6,4.5,3.3,.,.,.
10,GEOSCI,331,002,50,3.710,58.0,28.0,12.0,2.0,.,.,.,.
12,GEOSCI,350,001,14,3.214,28.6,28.6,21.4,.,21.4,.,.,.
13,GEOSCI,370,001,17,3.125,17.6,23.5,35.3,11.8,.,5.9,.,.
16,GEOSCI,411,001,36,3.236,22.2,38.9,25.0,2.8,8.3,.,2.8,.
17,GEOSCI,420,001,15,3.450,20.0,33.3,6.7,.,6.7,.,.,.
20,GEOSCI,455,001,12,3.417,16.7,50.0,33.3,.,.,.,.,.
22,GEOSCI,629,001,10,3.611,30.0,50.0,10.0,.,.,.,.,.
0,GERMAN,101,001,15,3.200,33.3,26.7,6.7,13.3,20.0,.,.,.
1,GERMAN,101,002,11,3.500,54.5,18.2,9.1,9.1,9.1,.,.,.
2,GERMAN,101,003,10,3.050,30.0,10.0,50.0,.,.,.,10.0,.
4,GERMAN,102,001,10,3.600,60.0,20.0,10.0,.,10.0,.,.,.
5,GERMAN,102,002,18,3.667,50.0,38.9,5.6,5.6,.,.,.,.
6,GERMAN,102,003,7,3.357,28.6,42.9,14.3,.,14.3,.,.,.
7,GERMAN,102,004,11,3.591,54.5,18.2,18.2,9.1,.,.,.,.
9,GERMAN,112,001,6,3.667,66.7,16.7,.,16.7,.,.,.,.
10,GERMAN,203,001,12,3.583,50.0,33.3,8.3,.,8.3,.,.,.
11,GERMAN,203,002,11,3.455,54.5,18.2,9.1,.,18.2,.,.,.
13,GERMAN,204,001,6,2.750,16.7,33.3,.,16.7,16.7,16.7,.,.
14,GERMAN,204,002,14,3.393,57.1,14.3,14.3,7.1,.,.,7.1,.
15,GERMAN,204,003,6,3.250,16.7,16.7,66.7,.,.,.,.,.
18,GERMAN,245,001,24,3.979,95.8,4.2,.,.,.,.,.,.
19,GERMAN,249,001,17,3.441,47.1,23.5,11.8,5.9,11.8,.,.,.
20,GERMAN,249,002,9,3.722,77.8,11.1,.,.,11.1,.,.,.
22,GERMAN,258,001,12,3.417,58.3,25.0,.,8.3,.,.,8.3,.
23,GERMAN,258,002,16,3.844,68.8,31.3,.,.,.,.,.,.
25,GERMAN,262,001,13,3.769,76.9,7.7,7.7,7.7,.,.,.,.
26,GERMAN,262,002,11,3.909,90.9,.,9.1,.,.,.,.,.
28,GERMAN,272,001,63,3.762,73.0,14.3,4.8,7.9,.,.,.,.
29,GERMAN,275,001,49,3.714,73.5,12.2,10.2,.,.,4.1,.,.
30,GERMAN,276,001,17,3.882,82.4,11.8,5.9,.,.,.,.,.
31,GERMAN,276,002,55,3.954,94.5,1.8,.,.,1.8,.,.,1.8
32,GERMAN,276,003,23,3.565,52.2,21.7,13.0,13.0,.,.,.,.
34,GERMAN,279,001,29,3.586,51.7,20.7,24.1,.,3.4,.,.,.
35,GERMAN,285,001,11,3.682,81.8,9.1,.,.,.,9.1,.,.
38,GERMAN,352,001,7,3.786,85.7,.,.,14.3,.,.,.,.
39,GERMAN,362,001,10,3.950,90.0,10.0,.,.,.,.,.,.
0,GERMAN,372,002,14,3.821,78.6,14.3,.,7.1,.,.,.,.
1,GERMAN,372,003,16,3.933,87.5,.,6.3,.,.,.,.,6.3
7,GERMAN,676,001,9,3.722,77.8,11.1,.,.,11.1,.,.,.
1,GNS,340,001,6,3.833,83.3,.,16.7,.,.,.,.,.
3,GNS,471,001,8,4.000,100.0,.,.,.,.,.,.,.
0,GREEK,104,001,8,3.875,75.0,25.0,.,.,.,.,.,.
3,GREEK,560,001,10,4.000,90.0,.,.,.,.,.,.,10.0
3,H ONCOL,699,159,8,4.000,100.0,.,.,.,.,.,.,.
0,HDFS,174,001,54,3.630,68.5,11.1,11.1,3.7,3.7,.,1.9,.
1,HDFS,253,001,125,3.669,67.2,17.6,8.0,1.6,2.4,0.8,1.6,.
2,HDFS,362,003,218,3.655,62.8,18.8,11.0,3.7,0.9,0.9,0.9,0.9
3,HDFS,362,103,7,3.857,71.4,28.6,.,.,.,.,.,.
5,HDFS,363,003,229,3.825,81.7,7.9,6.1,2.6,1.7,.,.,.
6,HDFS,363,103,6,3.250,33.3,16.7,33.3,.,16.7,.,.,.
8,HDFS,425,001,39,3.923,92.3,2.6,2.6,2.6,.,.,.,.
9,HDFS,469,001,39,3.679,74.4,12.8,.,5.1,5.1,2.6,.,.
10,HDFS,474,001,38,3.608,63.2,15.8,7.9,2.6,5.3,2.6,.,.
11,HDFS,474,002,38,3.842,78.9,13.2,5.3,2.6,.,.,.,.
13,HDFS,501,001,33,3.909,87.9,9.1,.,3.0,.,.,.,.
14,HDFS,501,002,29,3.879,82.8,10.3,6.9,.,.,.,.,.
15,HDFS,501,003,13,4.000,100.0,.,.,.,.,.,.,.
17,HDFS,516,001,37,3.554,51.4,27.0,13.5,2.7,2.7,2.7,.,.
18,HDFS,517,001,50,3.910,92.0,2.0,2.0,4.0,.,.,.,.
19,HDFS,592,001,22,4.000,100.0,.,.,.,.,.,.,.
20,HDFS,601,002,42,3.964,95.2,2.4,2.4,.,.,.,.,.
21,HDFS,650,001,34,3.894,79.4,14.7,2.9,.,.,.,.,.
22,HDFS,663,001,33,3.985,97.0,3.0,.,.,.,.,.,.
0,HEBR-MOD,102,001,14,3.821,85.7,7.1,.,.,7.1,.,.,.
1,HEBR-MOD,202,001,6,3.750,50.0,50.0,.,.,.,.,.,.
0,HIST SCI,132,001,18,3.542,16.7,38.9,11.1,.,.,.,.,33.3
1,HIST SCI,133,001,155,3.335,27.1,34.8,16.1,7.1,4.5,.,1.9,.
2,HIST SCI,202,001,45,3.278,26.7,17.8,24.4,4.4,4.4,.,2.2,17.8
3,HIST SCI,212,001,71,3.870,47.9,16.9,.,.,.,.,.,35.2
4,HIST SCI,213,001,137,3.905,75.2,9.5,3.6,.,.,.,.,11.7
5,HIST SCI,350,001,13,3.885,76.9,23.1,.,.,.,.,.,.
6,HIST SCI,509,001,8,3.750,62.5,25.0,12.5,.,.,.,.,.
8,HIST SCI,532,001,7,3.357,28.6,28.6,28.6,14.3,.,.,.,.
0,HISTORY,101,001,144,3.229,20.8,37.5,16.7,3.5,6.9,2.1,2.1,10.4
1,HISTORY,102,001,101,3.542,45.5,14.9,8.9,8.9,4.0,.,.,17.8
2,HISTORY,107,001,12,3.5,50.0,25.0,8.3,8.3,8.3,.,.,.
3,HISTORY,109,001,21,3.69,38.1,61.9,.,.,.,.,.,.
4,HISTORY,119,001,74,3.492,48.6,14.9,5.4,4.1,2.7,.,4.1,18.9
5,HISTORY,120,001,88,3.583,34.1,27.3,9.1,1.1,3.4,.,.,22.7
6,HISTORY,130,001,143,3.5,58.0,9.1,11.2,2.8,2.1,2.1,3.5,11.2
7,HISTORY,132,001,23,3.37,39.1,26.1,8.7,21.7,4.3,.,.,.
8,HISTORY,143,001,21,3.595,71.4,14.3,.,9.5,.,.,4.8,.
9,HISTORY,152,001,107,3.574,49.5,11.2,9.3,0.9,0.9,0.9,2.8,21.5
10,HISTORY,190,001,33,3.648,60.6,9.1,3.0,.,6.1,3.0,.,18.2
11,HISTORY,200,001,41,3.486,46.3,26.8,9.8,2.4,.,.,4.9,9.8
12,HISTORY,200,002,80,3.506,68.8,8.8,3.8,8.8,3.8,.,5.0,1.3
13,HISTORY,200,003,75,3.493,46.7,25.3,16.0,1.3,6.7,.,1.3,2.7
14,HISTORY,200,004,73,3.699,82.2,2.7,5.5,2.7,2.7,2.7,1.4,.
15,HISTORY,200,005,45,3.628,71.1,2.2,.,4.4,4.4,2.2,2.2,.
16,HISTORY,200,006,43,3.167,32.6,25.6,20.9,2.3,9.3,2.3,4.7,.
17,HISTORY,200,007,48,3.191,52.1,12.5,2.1,12.5,8.3,6.3,4.2,.
19,HISTORY,201,001,17,3.735,64.7,29.4,.,.,5.9,.,.,.
20,HISTORY,201,002,45,3.756,77.8,13.3,4.4,.,2.2,.,2.2,.
21,HISTORY,201,003,16,3.531,56.3,31.3,6.3,.,.,.,6.3,.
22,HISTORY,201,004,15,3.533,46.7,20.0,26.7,6.7,.,.,.,.
23,HISTORY,201,005,45,2.922,8.9,24.4,40.0,13.3,8.9,.,4.4,.
24,HISTORY,201,006,14,2.893,64.3,7.1,.,.,.,7.1,21.4,.
25,HISTORY,201,007,21,3.595,57.1,23.8,4.8,9.5,4.8,.,.,.
26,HISTORY,201,008,38,3.556,52.6,23.7,10.5,2.6,2.6,.,2.6,.
27,HISTORY,201,010,15,2.893,20.0,26.7,.,6.7,40.0,.,.,.
28,HISTORY,201,012,14,3.571,28.6,57.1,14.3,.,.,.,.,.
29,HISTORY,201,013,13,4.0,100.0,.,.,.,.,.,.,.
30,HISTORY,201,014,11,3.636,63.6,9.1,18.2,9.1,.,.,.,.
32,HISTORY,205,001,39,3.436,28.2,35.9,33.3,.,2.6,.,.,.
33,HISTORY,221,001,66,3.414,43.9,25.8,10.6,6.1,7.6,3.0,.,3.0
34,HISTORY,227,001,24,3.848,75.0,12.5,8.3,.,.,.,.,.
35,HISTORY,229,001,87,3.726,77.0,3.4,5.7,8.0,1.1,.,1.1,3.4
36,HISTORY,246,001,45,3.863,73.3,8.9,4.4,2.2,.,.,.,11.1
37,HISTORY,253,001,16,3.563,75.0,12.5,.,.,6.3,.,6.3,.
38,HISTORY,255,001,29,3.273,24.1,6.9,31.0,13.8,.,.,.,.
39,HISTORY,260,001,19,3.368,47.4,26.3,10.5,5.3,5.3,.,5.3,.
0,HISTORY,262,001,29,3.103,17.2,34.5,17.2,20.7,6.9,3.4,.,.
2,HISTORY,277,001,34,3.765,79.4,11.8,5.9,.,.,.,2.9,.
3,HISTORY,300,001,31,3.667,64.5,6.5,9.7,.,3.2,3.2,.,.
4,HISTORY,308,001,83,3.707,54.2,24.1,8.4,2.4,1.2,.,.,7.2
5,HISTORY,329,001,52,3.392,38.5,25.0,23.1,5.8,3.8,.,1.9,.
6,HISTORY,332,001,36,3.258,16.7,47.2,11.1,11.1,.,5.6,.,8.3
7,HISTORY,336,001,34,3.500,38.2,20.6,23.5,2.9,2.9,.,.,11.8
8,HISTORY,342,001,52,3.444,32.7,21.2,7.7,1.9,1.9,1.9,1.9,26.9
9,HISTORY,349,001,33,3.521,21.2,33.3,18.2,.,.,.,.,27.3
10,HISTORY,375,001,84,3.786,50.0,20.2,2.4,2.4,.,.,.,25.0
11,HISTORY,392,001,34,3.655,41.2,32.4,8.8,2.9,.,.,.,14.7
12,HISTORY,401,001,15,3.900,80.0,20.0,.,.,.,.,.,.
15,HISTORY,412,001,39,3.776,61.5,33.3,.,.,2.6,.,.,.
17,HISTORY,465,001,18,3.529,44.4,44.4,.,.,.,.,5.6,.
18,HISTORY,500,001,13,3.615,38.5,53.8,.,7.7,.,.,.,.
19,HISTORY,500,002,15,3.533,53.3,20.0,13.3,6.7,6.7,.,.,.
20,HISTORY,500,003,14,3.714,71.4,14.3,7.1,.,7.1,.,.,.
21,HISTORY,500,004,15,4.000,100.0,.,.,.,.,.,.,.
22,HISTORY,500,005,12,3.909,75.0,16.7,.,.,.,.,.,.
25,HISTORY,600,001,15,3.867,80.0,13.3,6.7,.,.,.,.,.
26,HISTORY,600,002,13,3.692,46.2,46.2,7.7,.,.,.,.,.
27,HISTORY,600,004,15,3.643,33.3,53.3,6.7,.,.,.,.,.
28,HISTORY,600,005,6,3.583,16.7,83.3,.,.,.,.,.,.
29,HISTORY,600,006,14,4.000,100.0,.,.,.,.,.,.,.
30,HISTORY,600,007,15,3.714,60.0,13.3,20.0,.,.,.,.,.
31,HISTORY,600,008,14,3.357,28.6,42.9,21.4,.,.,7.1,.,.
32,HISTORY,600,009,20,3.800,65.0,30.0,5.0,.,.,.,.,.
34,HISTORY,601,001,9,4.000,100.0,.,.,.,.,.,.,.
35,HISTORY,680,001,15,4.000,100.0,.,.,.,.,.,.,.
0,HORT,227,001,19,2.421,5.3,5.3,21.1,26.3,31.6,10.5,.,.
1,HORT,240,001,41,3.939,90.2,7.3,2.4,.,.,.,.,.
3,HORT,326,001,12,3.917,83.3,16.7,.,.,.,.,.,.
4,HORT,330,001,41,4.000,100.0,.,.,.,.,.,.,.
5,HORT,334,001,51,3.606,64.7,9.8,7.8,3.9,2.0,2.0,2.0,5.9
6,HORT,335,001,18,3.529,83.3,.,.,.,.,.,11.1,.
7,HORT,335,002,20,3.925,90.0,5.0,5.0,.,.,.,.,.
9,HORT,338,001,7,3.143,14.3,14.3,57.1,14.3,.,.,.,.
10,HORT,360,001,16,3.467,37.5,25.0,25.0,.,6.3,.,.,6.3
12,HORT,372,001,19,3.889,78.9,10.5,5.3,.,.,.,.,5.3
14,HORT,550,001,8,3.929,75.0,12.5,.,.,.,.,.,12.5
16,HORT,615,001,13,3.889,53.8,15.4,.,.,.,.,.,23.1
0,I SY E,1,001,6,4.000,100.0,.,.,.,.,.,.,.
1,I SY E,191,001,132,3.875,85.6,6.8,5.3,1.5,0.8,.,.,.
2,I SY E,210,001,37,3.770,78.4,8.1,10.8,.,.,2.7,.,.
3,I SY E,312,001,58,3.746,67.2,17.2,10.3,1.7,1.7,.,.,.
4,I SY E,313,001,62,3.629,46.8,32.3,21.0,.,.,.,.,.
5,I SY E,315,001,64,3.461,50.0,20.3,18.8,3.1,4.7,1.6,1.6,.
6,I SY E,320,001,45,3.678,48.9,40.0,8.9,2.2,.,.,.,.
7,I SY E,321,001,20,3.700,60.0,25.0,10.0,5.0,.,.,.,.
8,I SY E,321,002,6,3.583,16.7,83.3,.,.,.,.,.,.
9,I SY E,321,003,19,3.684,47.4,42.1,10.5,.,.,.,.,.
11,I SY E,323,001,56,3.205,21.4,26.8,30.4,14.3,7.1,.,.,.
12,I SY E,348,001,20,4.000,100.0,.,.,.,.,.,.,.
13,I SY E,348,002,19,4.000,100.0,.,.,.,.,.,.,.
15,I SY E,349,001,67,3.970,94.0,6.0,.,.,.,.,.,.
16,I SY E,350,001,37,4.000,100.0,.,.,.,.,.,.,.
17,I SY E,412,001,55,3.806,78.2,9.1,5.5,3.6,1.8,.,.,.
18,I SY E,415,001,16,3.563,25.0,62.5,12.5,.,.,.,.,.
19,I SY E,417,001,56,3.857,80.4,10.7,8.9,.,.,.,.,.
20,I SY E,450,001,61,3.933,88.5,6.6,3.3,.,.,.,.,.
22,I SY E,512,001,30,3.350,26.7,36.7,23.3,6.7,6.7,.,.,.
23,I SY E,524,001,33,3.500,36.4,39.4,15.2,6.1,3.0,.,.,.
24,I SY E,524,003,14,3.423,42.9,14.3,21.4,7.1,7.1,.,.,.
26,I SY E,525,001,8,3.000,25.0,12.5,25.0,12.5,25.0,.,.,.
27,I SY E,562,001,51,3.765,68.6,19.6,9.8,.,2.0,.,.,.
29,I SY E,603,001,34,3.706,61.8,20.6,14.7,2.9,.,.,.,.
30,I SY E,604,001,25,3.760,80.0,8.0,8.0,.,.,4.0,.,.
31,I SY E,604,002,31,3.565,45.2,29.0,22.6,.,3.2,.,.,.
32,I SY E,604,003,41,3.634,46.3,34.1,19.5,.,.,.,.,.
35,I SY E,615,003,29,3.914,89.7,3.4,6.9,.,.,.,.,.
36,I SY E,620,001,13,3.500,38.5,23.1,38.5,.,.,.,.,.
37,I SY E,624,001,10,3.750,60.0,30.0,10.0,.,.,.,.,.
0,I SY E,641,001,17,3.471,29.4,35.3,35.3,.,.,.,.,.
1,I SY E,641,003,13,3.769,61.5,30.8,7.7,.,.,.,.,.
0,ILS,126,001,14,3.750,71.4,14.3,7.1,7.1,.,.,.,.
1,ILS,200,001,152,3.735,59.9,29.6,6.6,3.3,.,.,.,0.7
2,ILS,202,001,71,3.197,16.9,26.8,40.8,9.9,5.6,.,.,.
3,ILS,204,001,105,3.390,33.3,34.3,14.3,12.4,3.8,1.0,1.0,.
4,ILS,206,001,19,3.667,57.9,15.8,15.8,5.3,.,.,.,.
6,ILS,350,002,11,3.000,18.2,18.2,27.3,.,27.3,.,.,.
7,ILS,350,012,15,3.036,13.3,33.3,20.0,.,26.7,.,.,.
9,ILS,371,001,23,3.783,73.9,17.4,4.3,.,4.3,.,.,.
10,ILS,371,002,27,3.741,74.1,22.2,.,.,.,.,3.7,.
11,ILS,371,004,6,3.333,33.3,33.3,16.7,.,16.7,.,.,.
13,ILS,400,001,21,3.900,90.5,.,.,.,4.8,.,.,.
0,INFO SYS,365,001,11,3.818,72.7,18.2,9.1,.,.,.,.,.
1,INFO SYS,365,002,23,3.783,73.9,17.4,4.3,.,4.3,.,.,.
2,INFO SYS,365,003,16,3.531,43.8,37.5,6.3,6.3,6.3,.,.,.
4,INFO SYS,371,001,41,3.390,39.0,34.1,12.2,9.8,.,2.4,2.4,.
5,INFO SYS,424,001,43,3.849,79.1,16.3,2.3,.,2.3,.,.,.
0,INTEGSCI,150,001,11,4.000,100.0,.,.,.,.,.,.,.
1,INTEGSCI,230,001,16,3.969,93.8,6.3,.,.,.,.,.,.
2,INTEGSCI,240,001,11,3.955,90.9,9.1,.,.,.,.,.,.
9,INTEGSCI,375,003,12,3.917,91.7,.,8.3,.,.,.,.,.
0,INTER-AG,155,001,20,3.875,90.0,.,5.0,5.0,.,.,.,.
1,INTER-AG,175,001,14,3.786,85.7,.,7.1,.,7.1,.,.,.
2,INTER-AG,288,001,36,4.000,100.0,.,.,.,.,.,.,.
3,INTER-AG,321,001,18,3.972,94.4,5.6,.,.,.,.,.,.
4,INTER-AG,388,001,27,4.000,100.0,.,.,.,.,.,.,.
6,INTER-AG,488,001,11,4.000,100.0,.,.,.,.,.,.,.
0,INTER-HE,202,001,187,3.417,52.4,16.0,15.5,6.4,4.8,3.7,1.1,.
1,INTER-HE,202,003,189,3.307,46.0,15.9,18.0,7.4,6.9,4.8,1.1,.
4,INTER-HE,301,002,10,3.500,80.0,.,.,.,10.0,10.0,.,.
0,INTER-LS,139,001,13,3.654,84.6,7.7,.,.,.,.,7.7,.
1,INTER-LS,139,002,15,3.667,73.3,6.7,6.7,6.7,6.7,.,.,.
2,INTER-LS,139,003,16,4.0,100.0,.,.,.,.,.,.,.
4,INTER-LS,145,001,322,3.931,94.7,1.9,1.2,.,0.6,0.3,0.6,.
5,INTER-LS,145,002,303,3.894,89.1,4.0,2.6,1.7,0.3,.,0.7,.
6,INTER-LS,145,003,201,3.86,89.1,4.0,.,0.5,2.5,.,1.5,.
8,INTER-LS,210,001,18,3.75,77.8,11.1,.,5.6,5.6,.,.,.
9,INTER-LS,210,002,16,3.813,93.8,.,.,.,.,6.3,.,.
10,INTER-LS,210,003,20,3.9,90.0,5.0,.,5.0,.,.,.,.
11,INTER-LS,210,004,21,3.929,85.7,14.3,.,.,.,.,.,.
12,INTER-LS,210,005,18,3.806,77.8,11.1,5.6,5.6,.,.,.,.
13,INTER-LS,210,006,13,3.583,53.8,15.4,15.4,.,7.7,.,.,.
14,INTER-LS,210,007,20,3.725,85.0,5.0,5.0,.,.,.,5.0,.
15,INTER-LS,210,008,21,3.905,90.5,4.8,.,4.8,.,.,.,.
16,INTER-LS,210,009,19,3.632,78.9,.,10.5,.,5.3,5.3,.,.
17,INTER-LS,210,010,19,3.684,78.9,5.3,5.3,5.3,.,5.3,.,.
18,INTER-LS,210,011,15,3.967,93.3,6.7,.,.,.,.,.,.
19,INTER-LS,210,012,19,3.763,78.9,10.5,.,5.3,5.3,.,.,.
20,INTER-LS,210,013,19,3.529,63.2,5.3,.,5.3,15.8,.,.,.
22,INTER-LS,215,001,149,3.846,85.2,8.1,3.4,1.3,0.7,0.7,0.7,.
23,INTER-LS,215,002,15,3.833,66.7,.,13.3,.,.,.,.,.
25,INTER-LS,250,001,15,3.909,80.0,20.0,.,.,.,.,.,.
26,INTER-LS,250,002,13,3.96,92.3,7.7,.,.,.,.,.,.
27,INTER-LS,250,003,15,3.931,80.0,13.3,.,.,.,.,.,.
28,INTER-LS,250,004,15,3.71,73.3,20.0,.,.,6.7,.,.,.
29,INTER-LS,250,005,19,3.977,89.5,5.3,.,.,.,.,.,.
30,INTER-LS,250,006,17,3.784,82.4,11.8,.,.,5.9,.,.,.
31,INTER-LS,250,007,11,3.818,63.6,27.3,9.1,.,.,.,.,.
32,INTER-LS,250,008,16,3.938,87.5,12.5,.,.,.,.,.,.
33,INTER-LS,250,009,18,3.943,83.3,5.6,5.6,.,.,.,.,.
34,INTER-LS,250,010,15,3.848,66.7,33.3,.,.,.,.,.,.
36,INTER-LS,257,001,10,4.0,100.0,.,.,.,.,.,.,.
37,INTER-LS,260,001,36,3.847,88.9,.,5.6,2.8,2.8,.,.,.
0,INTEREGR,170,001,102,3.922,87.3,10.8,1.0,1.0,.,.,.,.
1,INTEREGR,170,002,99,3.909,85.9,10.1,4.0,.,.,.,.,.
3,INTEREGR,303,001,22,3.977,95.5,4.5,.,.,.,.,.,.
4,INTEREGR,397,001,26,3.327,23.1,34.6,26.9,15.4,.,.,.,.
5,INTEREGR,397,002,22,3.250,31.8,27.3,13.6,13.6,13.6,.,.,.
6,INTEREGR,397,003,22,3.886,77.3,22.7,.,.,.,.,.,.
7,INTEREGR,397,004,21,3.952,90.5,9.5,.,.,.,.,.,.
8,INTEREGR,397,005,24,3.500,29.2,37.5,29.2,.,.,.,.,.
9,INTEREGR,397,006,27,3.519,22.2,66.7,7.4,.,3.7,.,.,.
10,INTEREGR,397,007,27,3.537,37.0,33.3,29.6,.,.,.,.,.
11,INTEREGR,397,008,22,3.341,31.8,22.7,31.8,9.1,4.5,.,.,.
12,INTEREGR,397,009,21,3.714,47.6,47.6,4.8,.,.,.,.,.
13,INTEREGR,397,010,26,3.620,38.5,50.0,3.8,.,3.8,.,.,.
14,INTEREGR,397,011,18,3.583,27.8,61.1,11.1,.,.,.,.,.
15,INTEREGR,397,012,22,3.477,9.1,77.3,13.6,.,.,.,.,.
16,INTEREGR,397,013,20,3.375,20.0,45.0,25.0,10.0,.,.,.,.
17,INTEREGR,397,015,21,3.381,14.3,66.7,14.3,.,.,4.8,.,.
18,INTEREGR,397,016,22,3.977,95.5,4.5,.,.,.,.,.,.
19,INTEREGR,397,017,21,3.786,81.0,4.8,9.5,.,4.8,.,.,.
20,INTEREGR,397,018,22,3.841,77.3,13.6,9.1,.,.,.,.,.
21,INTEREGR,397,019,21,3.857,76.2,19.0,4.8,.,.,.,.,.
22,INTEREGR,397,020,21,3.738,47.6,52.4,.,.,.,.,.,.
