,department,course_num,sec_num,num_of_students,avg_gpa,A,AB,B,BC,C,D,F,S
38,GENETICS,631,001,36,3.764,86.1,2.8,2.8,5.6,.,.,2.8,.
10,GENETICS,699,142,10,4.000,100.0,.,.,.,.,.,.,.
0,GEOG,101,001,172,3.311,44.8,23.3,14.0,4.1,7.6,3.5,2.9,.
1,GEOG,120,001,103,3.207,26.2,19.4,36.9,6.8,1.9,3.9,1.0,.
2,GEOG,127,001,7,3.500,28.6,.,28.6,.,.,.,.,42.9
3,GEOG,139,001,68,3.750,72.1,11.8,5.9,4.4,2.9,.,.,.
4,GEOG,170,001,242,3.571,59.5,17.8,11.6,4.5,2.9,2.1,0.8,0.4
5,GEOG,175,001,16,3.906,93.8,.,.,6.3,.,.,.,.
8,GEOG,277,001,6,3.167,.,50.0,33.3,16.7,.,.,.,.
9,GEOG,305,001,70,3.775,78.6,11.4,2.9,1.4,2.9,.,1.4,.
10,GEOG,315,001,13,3.654,38.5,53.8,7.7,.,.,.,.,.
11,GEOG,335,001,14,3.200,7.1,14.3,50.0,.,.,.,.,7.1
12,GEOG,338,001,30,3.767,70.0,20.0,6.7,.,3.3,.,.,.
13,GEOG,339,001,35,3.029,25.7,14.3,31.4,8.6,11.4,2.9,2.9,.
14,GEOG,340,001,325,3.421,44.3,20.6,15.1,3.7,3.4,0.9,3.1,7.1
15,GEOG,345,001,15,3.458,20.0,33.3,26.7,.,.,.,.,20.0
16,GEOG,370,001,69,3.687,75.4,11.6,4.3,.,.,2.9,2.9,1.4
17,GEOG,370,070,11,4.000,100.0,.,.,.,.,.,.,.
19,GEOG,377,001,48,3.490,43.8,18.8,31.3,4.2,2.1,.,.,.
20,GEOG,377,070,6,4.000,100.0,.,.,.,.,.,.,.
22,GEOG,378,001,45,3.544,62.2,13.3,11.1,6.7,4.4,.,2.2,.
23,GEOG,378,070,11,3.818,81.8,9.1,.,9.1,.,.,.,.
25,GEOG,379,001,17,3.912,82.4,17.6,.,.,.,.,.,.
26,GEOG,434,001,9,3.563,44.4,33.3,.,.,11.1,.,.,.
27,GEOG,460,001,12,2.917,25.0,33.3,25.0,.,.,.,16.7,.
28,GEOG,510,001,19,3.342,36.8,21.1,15.8,26.3,.,.,.,.
29,GEOG,511,001,12,3.955,83.3,8.3,.,.,.,.,.,.
30,GEOG,532,001,9,3.667,66.7,22.2,.,.,11.1,.,.,.
31,GEOG,572,070,8,3.813,87.5,.,.,12.5,.,.,.,.
32,GEOG,574,001,37,3.903,78.4,18.9,.,.,.,.,.,.
33,GEOG,574,070,7,4.000,100.0,.,.,.,.,.,.,.
35,GEOG,575,070,8,3.429,75.0,.,.,.,.,.,12.5,.
36,GEOG,576,070,9,3.556,88.9,.,.,.,.,.,11.1,.
37,GEOG,579,001,21,3.700,61.9,28.6,.,.,.,4.8,.,.
38,GEOG,579,070,8,4.000,100.0,.,.,.,.,.,.,.
0,GEOSCI,100,001,458,3.699,69.0,15.7,9.6,1.5,2.2,1.1,0.7,0.2
1,GEOSCI,106,001,128,3.543,41.4,38.3,12.5,4.7,2.3,0.8,.,.
2,GEOSCI,109,001,121,3.337,24.0,27.3,7.4,10.7,2.5,.,1.7,26.4
3,GEOSCI,110,001,229,3.086,28.4,21.0,20.1,12.7,12.2,3.9,1.3,.
4,GEOSCI,117,001,37,3.743,73.0,10.8,10.8,2.7,2.7,.,.,.
5,GEOSCI,140,001,118,3.545,52.5,24.6,8.5,4.2,1.7,0.8,2.5,.
9,GEOSCI,202,001,30,3.017,23.3,16.7,36.7,.,16.7,6.7,.,.
10,GEOSCI,304,001,9,3.500,44.4,.,44.4,.,.,.,.,11.1
11,GEOSCI,331,001,280,3.524,44.3,25.0,8.9,4.6,1.8,1.8,1.1,.
13,GEOSCI,360,001,26,3.480,30.8,42.3,15.4,3.8,3.8,.,.,.
14,GEOSCI,402,001,6,3.750,66.7,16.7,16.7,.,.,.,.,.
17,GEOSCI,551,001,11,2.950,9.1,27.3,18.2,18.2,18.2,.,.,.
18,GEOSCI,557,001,8,3.500,50.0,12.5,25.0,12.5,.,.,.,.
21,GEOSCI,610,001,8,3.929,75.0,12.5,.,.,.,.,.,12.5
22,GEOSCI,627,001,19,3.079,36.8,15.8,10.5,10.5,21.1,5.3,.,.
0,GERMAN,101,001,19,3.395,42.1,31.6,10.5,5.3,5.3,5.3,.,.
1,GERMAN,101,002,14,2.286,7.1,14.3,28.6,14.3,7.1,14.3,14.3,.
2,GERMAN,101,003,13,3.231,46.2,23.1,7.7,7.7,7.7,.,7.7,.
3,GERMAN,101,004,10,3.7,80.0,.,.,20.0,.,.,.,.
4,GERMAN,101,005,10,2.95,20.0,40.0,10.0,10.0,10.0,.,10.0,.
6,GERMAN,102,001,21,3.31,38.1,33.3,4.8,19.0,.,.,4.8,.
7,GERMAN,102,002,13,3.192,7.7,53.8,15.4,15.4,7.7,.,.,.
9,GERMAN,111,001,12,3.958,91.7,8.3,.,.,.,.,.,.
10,GERMAN,203,001,13,3.885,76.9,23.1,.,.,.,.,.,.
11,GERMAN,203,002,15,3.667,53.3,33.3,6.7,6.7,.,.,.,.
12,GERMAN,203,003,17,3.471,41.2,35.3,5.9,11.8,5.9,.,.,.
13,GERMAN,203,004,9,3.667,55.6,22.2,22.2,.,.,.,.,.
15,GERMAN,204,001,13,4.0,100.0,.,.,.,.,.,.,.
16,GERMAN,204,002,10,3.4,50.0,20.0,.,20.0,10.0,.,.,.
18,GERMAN,213,001,6,3.5,66.7,.,.,33.3,.,.,.,.
19,GERMAN,249,001,12,3.864,75.0,8.3,8.3,.,.,.,.,8.3
20,GERMAN,249,002,12,3.792,58.3,41.7,.,.,.,.,.,.
21,GERMAN,249,003,8,3.625,50.0,37.5,.,12.5,.,.,.,.
23,GERMAN,258,001,13,3.808,69.2,23.1,7.7,.,.,.,.,.
24,GERMAN,258,002,17,3.853,82.4,5.9,11.8,.,.,.,.,.
26,GERMAN,262,001,7,3.929,85.7,14.3,.,.,.,.,.,.
27,GERMAN,262,002,13,4.0,100.0,.,.,.,.,.,.,.
28,GERMAN,262,003,10,3.9,90.0,.,10.0,.,.,.,.,.
30,GERMAN,267,001,80,3.706,58.8,28.8,10.0,.,2.5,.,.,.
31,GERMAN,267,002,24,3.5,62.5,16.7,4.2,8.3,4.2,.,4.2,.
32,GERMAN,267,003,72,3.806,69.4,22.2,8.3,.,.,.,.,.
33,GERMAN,267,004,30,3.633,70.0,6.7,20.0,.,.,.,3.3,.
35,GERMAN,276,001,14,3.536,57.1,7.1,21.4,14.3,.,.,.,.
36,GERMAN,276,002,9,3.667,66.7,22.2,.,.,11.1,.,.,.
37,GERMAN,276,003,16,3.969,93.8,6.3,.,.,.,.,.,.
38,GERMAN,276,004,22,3.95,81.8,9.1,.,.,.,.,.,4.5
40,GERMAN,278,001,11,3.409,27.3,36.4,27.3,9.1,.,.,.,.
0,GERMAN,337,001,13,3.538,69.2,15.4,7.7,.,.,.,7.7,.
1,GERMAN,351,001,20,3.400,65.0,10.0,10.0,.,5.0,5.0,5.0,.
2,GERMAN,372,001,12,4.000,100.0,.,.,.,.,.,.,.
3,GERMAN,372,002,17,3.971,94.1,5.9,.,.,.,.,.,.
4,GERMAN,372,003,11,4.000,100.0,.,.,.,.,.,.,.
6,GERMAN,391,001,15,4.000,100.0,.,.,.,.,.,.,.
11,GERMAN,650,001,12,3.708,66.7,16.7,8.3,8.3,.,.,.,.
1,GNS,270,001,10,3.450,40.0,20.0,30.0,10.0,.,.,.,.
4,GNS,375,001,11,3.136,36.4,27.3,18.2,.,.,18.2,.,.
0,GREEK,103,001,14,3.857,71.4,28.6,.,.,.,.,.,.
1,GREEK,305,001,7,4.000,100.0,.,.,.,.,.,.,.
2,GREEK,401,001,10,3.800,70.0,20.0,10.0,.,.,.,.,.
6,H ONCOL,699,158,7,4.000,100.0,.,.,.,.,.,.,.
0,HDFS,174,001,71,3.556,59.2,18.3,11.3,8.5,.,.,2.8,.
1,HDFS,253,001,94,3.920,93.6,3.2,2.1,.,.,.,1.1,.
2,HDFS,262,001,217,3.726,68.7,16.1,10.6,0.5,1.8,1.4,.,0.5
3,HDFS,263,001,225,3.783,76.4,12.0,5.3,1.3,1.8,0.9,0.4,1.8
4,HDFS,425,001,38,3.553,65.8,7.9,10.5,7.9,5.3,2.6,.,.
5,HDFS,464,001,39,3.962,92.3,7.7,.,.,.,.,.,.
6,HDFS,465,001,20,3.825,80.0,15.0,.,.,5.0,.,.,.
7,HDFS,469,001,39,3.744,74.4,15.4,5.1,.,2.6,2.6,.,.
8,HDFS,469,002,37,3.649,73.0,5.4,13.5,5.4,.,.,2.7,.
10,HDFS,471,001,40,3.808,77.5,10.0,2.5,7.5,.,.,.,.
11,HDFS,474,001,39,3.718,76.9,5.1,12.8,.,2.6,2.6,.,.
12,HDFS,501,002,14,4.000,100.0,.,.,.,.,.,.,.
13,HDFS,501,003,27,3.981,96.3,3.7,.,.,.,.,.,.
15,HDFS,516,001,39,3.705,56.4,28.2,15.4,.,.,.,.,.
16,HDFS,517,001,49,3.837,81.6,10.2,2.0,6.1,.,.,.,.
17,HDFS,535,001,25,3.760,68.0,24.0,4.0,.,4.0,.,.,.
18,HDFS,592,001,21,3.962,95.2,.,4.8,.,.,.,.,.
21,HDFS,601,001,37,3.946,94.6,2.7,.,2.7,.,.,.,.
22,HDFS,650,001,33,3.682,69.7,12.1,9.1,3.0,6.1,.,.,.
23,HDFS,663,001,31,3.968,93.5,6.5,.,.,.,.,.,.
24,HDFS,664,001,9,4.000,100.0,.,.,.,.,.,.,.
0,HEBR-MOD,101,001,15,3.633,73.3,13.3,.,6.7,.,6.7,.,.
1,HEBR-MOD,201,001,7,3.929,85.7,14.3,.,.,.,.,.,.
0,HIST SCI,201,001,152,3.756,62.5,17.1,5.3,0.7,.,1.3,0.7,11.8
1,HIST SCI,211,002,15,3.933,86.7,13.3,.,.,.,.,.,.
2,HIST SCI,212,001,87,3.449,36.8,16.1,16.1,3.4,3.4,2.3,.,21.8
3,HIST SCI,275,001,98,3.633,54.1,33.7,8.2,1.0,.,2.0,1.0,.
4,HIST SCI,280,001,15,3.733,60.0,33.3,.,6.7,.,.,.,.
6,HIST SCI,360,001,31,3.542,41.9,25.8,3.2,.,3.2,.,3.2,22.6
7,HIST SCI,401,001,9,3.500,55.6,11.1,11.1,22.2,.,.,.,.
8,HIST SCI,404,001,22,3.594,36.4,22.7,4.5,9.1,.,.,.,22.7
9,HIST SCI,508,001,6,3.833,83.3,.,16.7,.,.,.,.,.
10,HIST SCI,537,001,8,4.000,100.0,.,.,.,.,.,.,.
0,HISTORY,101,001,152,3.285,19.7,35.5,19.1,3.9,4.6,1.3,1.3,14.5
1,HISTORY,102,001,121,3.427,22.3,28.9,14.9,5.8,0.8,0.8,.,25.6
2,HISTORY,103,001,51,3.833,60.8,19.6,.,.,2.0,.,.,17.6
3,HISTORY,104,001,36,3.15,16.7,30.6,19.4,11.1,.,2.8,2.8,16.7
4,HISTORY,107,001,14,3.179,42.9,14.3,14.3,7.1,14.3,7.1,.,.
5,HISTORY,109,001,143,3.514,53.8,23.8,9.8,2.8,2.8,3.5,1.4,2.1
6,HISTORY,110,001,63,3.321,33.3,30.2,15.9,1.6,1.6,1.6,4.8,11.1
7,HISTORY,115,001,71,3.5,42.3,15.5,2.8,2.8,5.6,1.4,1.4,28.2
8,HISTORY,119,001,31,3.63,54.8,22.6,3.2,3.2,.,.,3.2,6.5
9,HISTORY,120,001,129,3.746,54.3,24.8,7.8,1.6,.,.,.,10.9
10,HISTORY,130,001,76,3.634,51.3,25.0,5.3,2.6,1.3,2.6,.,11.8
11,HISTORY,133,001,107,3.489,37.4,29.0,13.1,3.7,0.9,1.9,0.9,13.1
12,HISTORY,134,001,20,3.115,30.0,5.0,5.0,.,25.0,.,.,30.0
13,HISTORY,136,001,139,3.581,51.1,31.7,5.0,5.0,1.4,2.2,0.7,2.9
14,HISTORY,139,001,84,3.683,47.6,23.8,10.7,1.2,1.2,.,.,.
15,HISTORY,143,001,9,3.722,44.4,55.6,.,.,.,.,.,.
16,HISTORY,151,001,107,3.854,82.2,10.3,2.8,1.9,1.9,.,.,.
17,HISTORY,200,001,13,3.5,46.2,7.7,46.2,.,.,.,.,.
18,HISTORY,200,002,13,3.923,92.3,.,7.7,.,.,.,.,.
19,HISTORY,200,003,8,3.0,25.0,25.0,37.5,.,.,.,12.5,.
20,HISTORY,200,004,12,3.833,66.7,33.3,.,.,.,.,.,.
21,HISTORY,200,005,17,4.0,100.0,.,.,.,.,.,.,.
22,HISTORY,200,006,18,3.833,77.8,11.1,11.1,.,.,.,.,.
23,HISTORY,200,008,11,3.273,36.4,18.2,18.2,18.2,9.1,.,.,.
24,HISTORY,200,009,16,4.0,100.0,.,.,.,.,.,.,.
25,HISTORY,200,010,7,2.714,57.1,.,14.3,.,.,.,28.6,.
26,HISTORY,200,011,20,3.833,70.0,10.0,10.0,.,.,.,.,10.0
28,HISTORY,201,001,42,3.56,64.3,16.7,11.9,.,2.4,.,4.8,.
29,HISTORY,201,004,14,3.321,57.1,21.4,7.1,.,.,7.1,7.1,.
30,HISTORY,201,005,15,3.4,33.3,26.7,26.7,13.3,.,.,.,.
31,HISTORY,201,006,14,3.714,64.3,28.6,.,.,7.1,.,.,.
32,HISTORY,201,008,15,3.929,80.0,13.3,.,.,.,.,.,.
33,HISTORY,201,009,15,3.533,46.7,26.7,13.3,13.3,.,.,.,.
34,HISTORY,201,012,16,3.875,87.5,6.3,.,6.3,.,.,.,.
35,HISTORY,201,013,14,3.893,78.6,21.4,.,.,.,.,.,.
36,HISTORY,201,014,10,3.55,70.0,10.0,.,.,20.0,.,.,.
37,HISTORY,201,015,13,3.077,46.2,15.4,7.7,.,23.1,.,7.7,.
38,HISTORY,201,016,14,3.464,35.7,42.9,7.1,7.1,7.1,.,.,.
39,HISTORY,201,017,15,3.267,20.0,46.7,6.7,20.0,6.7,.,.,.
1,HISTORY,219,001,51,3.489,25.5,45.1,11.8,.,2.0,2.0,.,13.7
2,HISTORY,229,001,15,3.611,40.0,6.7,6.7,.,6.7,.,.,40.0
3,HISTORY,244,001,32,3.889,68.8,12.5,3.1,.,.,.,.,15.6
4,HISTORY,255,001,12,3.833,91.7,.,.,.,8.3,.,.,.
5,HISTORY,259,001,6,4.000,100.0,.,.,.,.,.,.,.
6,HISTORY,260,001,24,3.667,50.0,20.8,12.5,4.2,.,.,.,8.3
7,HISTORY,261,001,12,3.417,25.0,33.3,41.7,.,.,.,.,.
8,HISTORY,275,001,18,4.000,94.4,.,.,.,.,.,.,.
9,HISTORY,277,001,36,3.520,33.3,27.8,2.8,.,2.8,.,2.8,30.6
10,HISTORY,300,001,26,3.895,92.3,.,.,.,.,.,3.8,.
12,HISTORY,303,001,75,3.529,46.7,24.0,13.3,1.3,4.0,2.7,.,8.0
13,HISTORY,328,001,15,3.045,6.7,20.0,26.7,13.3,6.7,.,.,26.7
14,HISTORY,347,001,56,3.704,55.4,19.6,10.7,.,.,1.8,.,12.5
15,HISTORY,350,001,84,3.613,32.1,9.5,2.4,1.2,.,.,2.4,52.4
16,HISTORY,357,001,70,3.764,62.9,32.9,2.9,.,.,1.4,.,.
17,HISTORY,359,001,53,3.470,20.8,24.5,9.4,7.5,.,.,.,37.7
18,HISTORY,360,001,14,3.250,14.3,42.9,21.4,21.4,.,.,.,.
19,HISTORY,366,001,51,3.882,52.9,11.8,2.0,.,.,.,.,31.4
20,HISTORY,375,001,74,3.689,52.7,6.8,1.4,8.1,2.7,.,.,27.0
21,HISTORY,401,002,14,3.857,71.4,28.6,.,.,.,.,.,.
22,HISTORY,409,001,18,3.182,27.8,5.6,16.7,5.6,.,.,5.6,38.9
23,HISTORY,412,001,27,3.796,77.8,11.1,3.7,7.4,.,.,.,.
24,HISTORY,418,001,10,3.500,50.0,10.0,30.0,10.0,.,.,.,.
25,HISTORY,419,002,29,3.571,44.8,31.0,13.8,3.4,3.4,.,.,.
26,HISTORY,426,001,42,3.731,69.0,11.9,4.8,4.8,.,2.4,.,.
27,HISTORY,435,001,8,3.500,62.5,.,.,.,.,12.5,.,12.5
28,HISTORY,460,001,26,3.526,30.8,19.2,19.2,3.8,.,.,.,26.9
29,HISTORY,500,001,11,3.455,27.3,45.5,18.2,9.1,.,.,.,.
30,HISTORY,500,004,15,3.600,40.0,40.0,20.0,.,.,.,.,.
32,HISTORY,508,001,7,3.475,28.6,14.3,42.9,.,.,.,.,.
34,HISTORY,600,002,12,4.000,83.3,.,.,.,.,.,.,.
35,HISTORY,600,004,8,3.500,25.0,50.0,25.0,.,.,.,.,.
36,HISTORY,600,005,7,3.857,85.7,.,14.3,.,.,.,.,.
37,HISTORY,600,006,9,3.778,88.9,.,.,.,11.1,.,.,.
0,HISTORY,600,008,13,3.769,53.8,46.2,.,.,.,.,.,.
1,HISTORY,600,010,11,4.000,90.9,.,.,.,.,.,.,.
2,HISTORY,600,011,12,3.792,66.7,25.0,8.3,.,.,.,.,.
3,HISTORY,600,012,12,3.833,66.7,33.3,.,.,.,.,.,.
4,HISTORY,600,013,15,3.800,73.3,13.3,13.3,.,.,.,.,.
6,HISTORY,680,001,20,3.900,95.0,.,.,.,5.0,.,.,.
0,HORT,120,001,72,3.629,72.2,11.1,4.2,2.8,2.8,.,4.2,.
1,HORT,121,001,38,3.200,34.2,18.4,23.7,2.6,7.9,.,5.3,7.9
2,HORT,261,001,22,3.028,9.1,22.7,27.3,9.1,13.6,.,.,.
7,HORT,301,001,14,3.214,64.3,.,14.3,.,7.1,7.1,7.1,.
8,HORT,320,001,20,3.650,60.0,20.0,10.0,10.0,.,.,.,.
10,HORT,350,001,67,3.048,13.4,34.3,14.9,19.4,7.5,.,3.0,7.5
11,HORT,351,001,13,3.615,46.2,46.2,.,.,7.7,.,.,.
12,HORT,370,001,23,3.065,21.7,26.1,26.1,13.0,8.7,.,4.3,.
13,HORT,372,001,16,3.875,87.5,.,12.5,.,.,.,.,.
14,HORT,376,001,29,3.534,44.8,27.6,20.7,3.4,3.4,.,.,.
16,HORT,571,001,6,3.583,50.0,16.7,33.3,.,.,.,.,.
0,I SY E,1,001,7,3.857,85.7,.,14.3,.,.,.,.,.
1,I SY E,210,001,75,3.527,36.0,40.0,17.3,6.7,.,.,.,.
2,I SY E,312,001,61,3.467,44.3,21.3,21.3,9.8,3.3,.,.,.
3,I SY E,313,001,95,3.447,38.9,27.4,24.2,3.2,6.3,.,.,.
4,I SY E,315,001,51,3.627,43.1,45.1,7.8,2.0,2.0,.,.,.
5,I SY E,320,001,44,3.682,47.7,40.9,11.4,.,.,.,.,.
6,I SY E,321,001,26,3.750,57.7,34.6,7.7,.,.,.,.,.
7,I SY E,321,002,11,3.500,27.3,45.5,27.3,.,.,.,.,.
8,I SY E,321,003,7,3.571,28.6,57.1,14.3,.,.,.,.,.
10,I SY E,323,001,38,3.263,31.6,7.9,47.4,7.9,5.3,.,.,.
11,I SY E,348,002,18,4.000,100.0,.,.,.,.,.,.,.
12,I SY E,348,003,9,4.000,100.0,.,.,.,.,.,.,.
13,I SY E,348,004,11,4.000,100.0,.,.,.,.,.,.,.
15,I SY E,349,001,51,3.775,66.7,23.5,7.8,2.0,.,.,.,.
16,I SY E,350,001,42,3.893,85.7,9.5,2.4,2.4,.,.,.,.
17,I SY E,412,001,47,3.862,80.9,10.6,8.5,.,.,.,.,.
18,I SY E,415,001,13,3.462,38.5,30.8,23.1,.,7.7,.,.,.
19,I SY E,417,001,16,3.469,62.5,18.8,6.3,.,.,12.5,.,.
20,I SY E,425,001,17,3.000,11.8,23.5,35.3,11.8,17.6,.,.,.
21,I SY E,450,001,44,3.977,95.5,4.5,.,.,.,.,.,.
24,I SY E,510,001,23,3.696,65.2,13.0,17.4,4.3,.,.,.,.
25,I SY E,512,001,30,3.383,43.3,20.0,13.3,16.7,6.7,.,.,.
26,I SY E,517,001,17,3.647,47.1,41.2,5.9,5.9,.,.,.,.
27,I SY E,517,002,16,3.531,56.3,18.8,6.3,12.5,6.3,.,.,.
29,I SY E,520,001,31,3.919,87.1,9.7,3.2,.,.,.,.,.
30,I SY E,520,002,7,3.786,71.4,14.3,14.3,.,.,.,.,.
32,I SY E,521,001,40,3.679,47.5,37.5,12.5,.,.,.,.,2.5
33,I SY E,521,002,16,3.563,43.8,25.0,31.3,.,.,.,.,.
35,I SY E,524,001,8,3.125,25.0,37.5,12.5,12.5,.,12.5,.,.
37,I SY E,549,001,59,3.941,93.2,1.7,5.1,.,.,.,.,.
38,I SY E,555,001,39,3.910,87.2,7.7,5.1,.,.,.,.,.
1,I SY E,557,001,25,3.940,92.0,4.0,4.0,.,.,.,.,.
2,I SY E,618,003,11,4.000,100.0,.,.,.,.,.,.,.
4,I SY E,645,001,20,4.000,100.0,.,.,.,.,.,.,.
5,I SY E,649,001,30,3.783,76.7,16.7,3.3,.,.,3.3,.,.
6,I SY E,649,003,23,3.500,52.2,30.4,8.7,.,4.3,.,4.3,.
8,I SY E,699,008,10,3.707,50.0,40.0,10.0,.,.,.,.,.
0,ILS,110,001,12,3.458,58.3,25.0,8.3,.,.,.,8.3,.
1,ILS,110,002,19,4.000,100.0,.,.,.,.,.,.,.
3,ILS,200,001,136,3.700,67.6,19.9,5.1,2.9,2.2,.,1.5,.
4,ILS,201,001,110,3.568,58.2,14.5,15.5,8.2,2.7,0.9,.,.
5,ILS,203,001,191,3.578,59.7,15.7,13.1,3.7,2.1,2.1,1.0,2.6
6,ILS,205,001,44,3.298,27.3,38.6,15.9,4.5,4.5,2.3,2.3,.
7,ILS,253,001,34,3.561,44.1,23.5,26.5,2.9,.,.,.,.
8,ILS,254,001,24,3.773,62.5,16.7,12.5,.,.,.,.,4.2
9,ILS,255,001,19,3.278,36.8,5.3,36.8,5.3,10.5,.,.,.
10,ILS,365,002,8,3.875,75.0,25.0,.,.,.,.,.,.
11,ILS,367,001,9,4.000,88.9,.,.,.,.,.,.,.
12,ILS,371,002,11,3.500,45.5,36.4,.,9.1,9.1,.,.,.
0,INFO SYS,322,001,42,3.488,40.5,33.3,16.7,2.4,7.1,.,.,.
1,INFO SYS,322,002,44,3.534,40.9,34.1,18.2,4.5,2.3,.,.,.
3,INFO SYS,365,002,37,3.581,37.8,45.9,10.8,5.4,.,.,.,.
4,INFO SYS,371,001,35,3.614,57.1,20.0,14.3,5.7,2.9,.,.,.
5,INFO SYS,424,001,12,3.833,75.0,16.7,8.3,.,.,.,.,.
0,INTEGART,110,001,48,3.792,77.1,12.5,4.2,4.2,2.1,.,.,.
0,INTEGSCI,100,001,68,3.912,86.8,8.8,4.4,.,.,.,.,.
1,INTEGSCI,100,002,77,3.818,75.3,14.3,9.1,1.3,.,.,.,.
3,INTEGSCI,110,001,53,3.925,94.3,1.9,.,1.9,1.9,.,.,.
4,INTEGSCI,140,001,17,3.971,94.1,5.9,.,.,.,.,.,.
5,INTEGSCI,150,001,14,4.000,100.0,.,.,.,.,.,.,.
6,INTEGSCI,150,002,12,4.000,100.0,.,.,.,.,.,.,.
8,INTEGSCI,230,002,10,4.000,100.0,.,.,.,.,.,.,.
9,INTEGSCI,240,001,12,3.875,75.0,25.0,.,.,.,.,.,.
0,INTER-AG,155,001,76,3.849,92.1,3.9,.,.,1.3,.,2.6,.
1,INTER-AG,175,001,99,3.909,93.9,2.0,2.0,.,1.0,.,1.0,.
2,INTER-AG,321,001,15,4.000,100.0,.,.,.,.,.,.,.
3,INTER-AG,321,002,14,4.000,100.0,.,.,.,.,.,.,.
0,INTER-HE,201,001,107,3.351,34.6,26.2,24.3,2.8,6.5,2.8,.,.
1,INTER-HE,202,001,221,3.527,63.3,10.0,13.1,5.0,4.5,3.6,0.5,.
2,INTER-HE,202,002,206,3.527,59.2,15.0,13.1,3.9,5.8,2.4,0.5,.
3,INTER-HE,202,102,6,3.500,66.7,.,16.7,.,16.7,.,.,.
0,INTER-LS,101,001,19,3.895,78.9,21.1,.,.,.,.,.,.
1,INTER-LS,102,001,15,3.700,73.3,.,20.0,6.7,.,.,.,.
2,INTER-LS,102,002,16,3.938,87.5,12.5,.,.,.,.,.,.
4,INTER-LS,106,001,20,3.900,90.0,5.0,.,5.0,.,.,.,.
5,INTER-LS,106,002,10,4.000,100.0,.,.,.,.,.,.,.
7,INTER-LS,107,001,17,3.853,88.2,.,5.9,5.9,.,.,.,.
8,INTER-LS,130,001,17,3.706,88.2,.,5.9,.,.,.,5.9,.
9,INTER-LS,130,002,11,3.955,90.9,9.1,.,.,.,.,.,.
10,INTER-LS,130,003,10,4.000,100.0,.,.,.,.,.,.,.
11,INTER-LS,130,004,13,4.000,100.0,.,.,.,.,.,.,.
12,INTER-LS,130,005,15,3.867,93.3,.,.,.,6.7,.,.,.
13,INTER-LS,130,006,18,3.972,94.4,5.6,.,.,.,.,.,.
14,INTER-LS,130,007,14,3.893,92.9,.,.,7.1,.,.,.,.
15,INTER-LS,130,008,16,4.000,100.0,.,.,.,.,.,.,.
16,INTER-LS,130,009,17,4.000,100.0,.,.,.,.,.,.,.
18,INTER-LS,139,001,13,3.885,84.6,7.7,7.7,.,.,.,.,.
19,INTER-LS,139,002,18,3.417,77.8,.,5.6,5.6,.,.,11.1,.
20,INTER-LS,139,003,16,3.906,87.5,6.3,6.3,.,.,.,.,.
22,INTER-LS,145,001,287,3.955,94.8,2.8,0.7,0.7,0.7,.,.,.
23,INTER-LS,145,002,161,3.847,87.0,7.5,1.2,0.6,1.2,0.6,1.2,.
24,INTER-LS,145,003,179,3.873,92.2,3.4,.,0.6,.,1.1,1.7,.
25,INTER-LS,145,004,15,3.667,73.3,.,20.0,.,6.7,.,.,.
41,INTER-LS,210,001,21,3.714,71.4,14.3,4.8,4.8,4.8,.,.,.
0,INTER-LS,210,002,21,3.667,90.5,.,.,.,.,4.8,4.8,.
1,INTER-LS,210,003,18,3.778,83.3,.,11.1,.,5.6,.,.,.
2,INTER-LS,210,004,22,3.818,77.3,9.1,13.6,.,.,.,.,.
3,INTER-LS,210,005,18,3.639,61.1,16.7,11.1,11.1,.,.,.,.
4,INTER-LS,210,006,19,3.974,94.7,5.3,.,.,.,.,.,.
5,INTER-LS,210,007,22,3.795,90.9,4.5,.,.,.,.,4.5,.
6,INTER-LS,210,008,20,3.525,70.0,10.0,5.0,5.0,5.0,.,5.0,.
7,INTER-LS,210,009,22,3.977,95.5,4.5,.,.,.,.,.,.
8,INTER-LS,210,011,22,3.568,77.3,4.5,.,9.1,.,9.1,.,.
9,INTER-LS,210,012,20,3.85,95.0,.,.,.,.,5.0,.,.
10,INTER-LS,210,013,22,3.977,95.5,4.5,.,.,.,.,.,.
12,INTER-LS,215,001,147,3.816,85.7,4.1,4.8,1.4,2.7,1.4,.,.
13,INTER-LS,250,001,18,3.951,88.9,11.1,.,.,.,.,.,.
14,INTER-LS,250,002,17,3.972,94.1,5.9,.,.,.,.,.,.
15,INTER-LS,250,003,13,3.893,84.6,7.7,7.7,.,.,.,.,.
16,INTER-LS,250,004,14,3.931,78.6,14.3,.,.,.,.,.,.
17,INTER-LS,250,005,17,3.889,82.4,11.8,5.9,.,.,.,.,.
18,INTER-LS,250,006,16,3.948,75.0,12.5,.,.,.,.,.,.
19,INTER-LS,250,007,16,3.939,87.5,12.5,.,.,.,.,.,.
20,INTER-LS,250,008,15,3.931,80.0,13.3,.,.,.,.,.,.
21,INTER-LS,250,009,16,3.9,68.8,18.8,.,.,.,.,.,.
22,INTER-LS,250,010,15,3.968,86.7,6.7,.,.,.,.,.,.
24,INTER-LS,257,001,13,4.0,100.0,.,.,.,.,.,.,.
25,INTER-LS,260,001,49,3.867,85.7,6.1,6.1,.,2.0,.,.,.
26,INTER-LS,301,001,9,3.833,77.8,11.1,11.1,.,.,.,.,.
